,Year,Title_English,Episodes,Popularity,Aired,Aired On,Duration,Genres,Tags,Summary,Title_Korean,Also Known As,Content Rating,Score_Votes,Score,Ranked,Watchers
87,2023,Behind Your Touch (2023),16,513,"Aug 12, 2023 - Oct 1, 2023","Saturday, Sunday",1 hr. 5 min.,"['Thriller', 'Mystery', 'Comedy', 'Supernatural']","['Crime Solving Duo', 'Psychometry', 'Psychic Female Lead', 'Investigation', 'Cold Man/Warm Woman', ""Bickering Mains' Relationship"", 'Slow Burn Romance', 'Animal Lover Female Lead', 'Suspense', 'Veterinarian Female Lead']","Bong Ye Bun is a vet in a quiet village with a secret power: when she touches someone's rear, she sees their past. Moon Jang Yeol, a once-successful detective now stuck in a small-town police station, teams up with Ye Bun to solve minor cases, hoping for a transfer back to Seoul. But things take a dark turn when a serial murder case pops up. Meanwhile, Kim Seon Woo, a kind and mysterious newcomer working at a convenience store, adds another layer of intrigue to the village. (Source: MyDramaList)",힙하게,"Behind Your Touch สืบสัมผัส , Con Tacto Especial , Enquêtes Tactiles , Hibhage , Hip , Víc než dotyk , Više od dodira , За твоим прикосновением , На відстані дотику , خلف لمستك , 힙(HIP)하게",15+ - Teens 15 or older,20187,8.1,1861,41359
88,2023,Secret Playlist (2023),8,3405,"Nov 18, 2023 - Dec 9, 2023",Saturday,55 min.,"['Romance', 'Youth', 'Drama']","['Student Female Lead', 'Student Male Lead', 'School Setting', 'Musician Female Lead', 'Musician Male Lead', 'Idol Male Lead', 'Young Adult Female Lead', 'Young Adult Male Lead', 'Famous Male Lead', 'Famous Female Lead']","Ordinary 24-year-old college student Han Joo, on the surface, appears to be a hardworking job seeker facing the harsh reality. However, she secretly nurtures her dream of becoming a singer by operating a cover song SNS account called 'Plii', all while keeping her identity hidden. On the other hand, there's a member of the popular idol group S.E.Z., Do Gook. Approaching the end of his contract, he decides to seek out Plii, whom he has admired, for a collaboration project as he prepares to go solo. However, it turns out that the two were classmates in college! Han Joo, who must conceal her identity as Plii, and Do Gook, who needs to find Plii. Can they really uncover each other's true identities? (Source: Korean = TVING || Translation = MyDramaList) ~~ Adapted from the webtoon ""Secret Playlist"" (플레이,플리) by 2F (이에프).","플레이,플리","Peullei, Peulli , Play, Plii",15+ - Teens 15 or older,993,7.4,7988,6339
89,2023,"Ridiculous, but the Law of Maintenance (2023)",8,99999,"Sep 30, 2023 - Oct 13, 2023",,1 min.,['Comedy'],"['Short Length Series', 'Miniseries', 'Web Series']",,"말도 안되지만, 유지의 법칙","Maldo Andoejiman, Yujiui Beobchik",Not Yet Rated,0,0.0,99999,9
90,2023,Korea-Khitan War (2023),32,5116,"Nov 11, 2023 - Mar 10, 2024","Saturday, Sunday",60 min.,"['Action', 'Military', 'Historical', 'War']","['Goryeo Dynasty', 'Based On A True Story', 'General Male Lead', 'Liao Dynasty', 'Historical Fiction', 'Queen Supporting Character', 'King Male Lead', 'Brave Male Lead', 'Torture', 'LGBTQ+']","A historical drama that deals with the second and third periods of the Goryeo-Khitan War. King Hyeon Jong of Goryeo and his political teacher, Commander-in-Chief Kang Gam Chan, united the people of Goryeo and led a war against Khitan. (Source: HanCinema, AsianWiki, NamuWiki; edited by MyDramaList) ~~ Adapted from the novel ""Goryeo-Khitan War: Sweet Rain in The Winter"" (고려거란전기: 겨울에 내리는 단비) by Gil Seung Soo (길승수).",고려 거란 전쟁,"Goryeo Georan Jeonjaeng , Guerra Goryeo-Khitan , Korjsko-kitanská válka , The Goryeo-Khitan War",15+ - Teens 15 or older,596,8.0,2389,3485
91,2023,Duty after School: Part 2 (2023),4,624,"Apr 21, 2023",Friday,1 hr. 10 min.,"['Action', 'Thriller', 'Drama', 'Sci-Fi']","['Teamwork', 'Military', 'Survival', 'Monster', 'Supernatural Being', 'Outerworld Invasion', 'Multiple Mains', 'Supernatural Phenomena', 'Student Female Lead', 'Student Male Lead']","Story of 3rd year students of Sungjin High School who started a 'real war' to fight against the attack of a mysterious creature that covered the sky. Will they be able to save the planet from doom? (Source: MyDramaList) ~~ Adapted from the webtoon ""Duty after School"" (방과 후 전쟁활동) by Ha Il Kwon (하일권).",방과 후 전쟁활동 파트2,"Afterschool Military Activity 2 , Afterschool War Activities 2 , Banggwa Hu Jeonjaenghwaldong 2 , Banggwa Hu Jeonjaenghwaldong Pateu 2 , Banggwa Hu Jeonjaenghwaldong Sijeun 2 , Dever Após a Escola: Parte 2 , Duty After School 2 , Duty After School Season 2 , 방과 후 전쟁활동 시즌2 , 방과 후 전쟁활동2",18+ Restricted (violence & profanity),22559,7.7,5012,35720
92,2023,See You in My 19th Life (2023),12,125,"Jun 17, 2023 - Jul 23, 2023","Saturday, Sunday",1 hr. 10 min.,"['Comedy', 'Romance', 'Drama', 'Fantasy']","['Reincarnation', 'Past Life', 'Trauma', 'Death', 'Adapted From A Webtoon', ""Childhood Friends' Relationship"", 'First Love', 'Flashback To Past', 'Competent Female Lead', 'Straightforward Female Lead']","Ban Ji Eum has the ability to remember all her past lives, living through countless reincarnations for nearly a thousand years. After a tragic accident ends her previous life, she seeks to reconnect with the people from that life, focusing on Moon Seo Ha, whom she met in her 18th life. As she navigates her 19th life, will memories of her past hinder her romance, or can love endure across lifetimes? Meanwhile, Yoon Cho Won, a landscape architect and the younger sister of Yoon Joo Won, struggles to maintain her brightness after her sister’s death. Upon meeting Ban Ji Eum, she sees her sister in her and becomes curious about Ban Ji Eum’s identity. Ha Do Yoon, Moon Seo Ha’s childhood friend and secretary, feels a mysterious connection with him, despite their different backgrounds. (Source: MyDramaList) ~~ Adapted from the webtoon ""See You in My 19th Life"" (이번 생도 잘 부탁해) by Lee Hye (이혜).",이번 생도 잘 부탁해,"Ibeon Saengdo Jal Butaghae , Nashle v mém 19. životě , Please Take Care of Me in This Life as Well , See You in My 19th Life ชาตินี้ก็ฝากด้วยนะ , Vejo Você na Próxima Vida , Побачимось у моєму 19-му житті , Увидимся в моей 19-й жизни , أراك في حياتي التاسعة عشرة",15+ - Teens 15 or older,54920,8.4,865,99525
93,2023,Tree Man (2023),6,99999,"May 5, 2023 - Oct 22, 2023",,8 min.,"['Romance', 'Drama']","['Short Length Series', 'Miniseries', 'Web Series']",,초식물남,Chosigmulnam,Not Yet Rated,0,0.0,99999,16
94,2023,Epilogue (2023),4,99999,"Oct 23, 2023 - Nov 4, 2023",,23 min.,['Drama'],"['Student Male Lead', 'Miniseries', 'Web Series']","'Epilogue', a salty and steamy youth drama about film students. In a hot summer day, before the start of the semester, Hyun Woo and Min Jae talk about their graduation work at a cafe. Hyun Woo starts to worry after hearing his senior's story at the opening party. At this time, popular female idol Min Young went back to school. She has an uncomfortable first meeting with Hyeon Woo. (Source: 뮤드 YouTube)",에필로그,Epilrogeu,Not Yet Rated,0,0.0,99999,9
95,2023,Kokdu: Season of Deity (2023),16,1306,"Jan 27, 2023 - Mar 24, 2023","Friday, Saturday",1 hr. 20 min.,"['Comedy', 'Romance', 'Medical', 'Fantasy']","[""Bickering Mains' Relationship"", 'Fate', 'Grim Reaper Male Lead', 'Past Life', 'Reincarnated Lovers', 'Curse', 'Reincarnation', 'Doctor Female Lead', 'Flashback To Past', 'Supernatural Power']","Kkok Du, once a mortal man in ancient Korea, is now an immortal reaper, revisiting the mortal world every 99 years to punish human weaknesses. His millennia-long existence has hardened him, cultivating a ruthless disdain for humans. During his latest visit, Kkok Du inhabits the body of a gifted young doctor named Do Jin U. However, his mission becomes intricate when he must perform Jin U's medical duties. In an unexpected twist, Kkok Du encounters Han Gye Jeol, a doctor from a lesser-known school, yet harboring enigmatic powers that captivate him. Are their destinies intertwined from a past life, and why does she wield such influence over him? As Kkok Du grapples with his task, he finds himself increasingly drawn to Gye Jeol, facing a daunting choice: fulfill his duty or risk everything for love. (Source: MyDramaList)",꼭두의 계절,"Kkogduui Gyejeol , Kokdu: Temporada dos Deuses , The Season of Kkok Du , The Season of Kokdoo , Сезон Ккок Ду , 木偶的季節",15+ - Teens 15 or older,5527,7.2,9053,19477
96,2023,Bully and Nerd (2023),58,99999,"Feb 28, 2023 - Apr 7, 2025",,5 min.,"['Comedy', 'Romance']","['Student Female Lead', 'Student Male Lead', 'School Setting', 'Part-time Worker Female Lead', 'Teenager Female Lead', 'Teenager Male Lead', 'Short Length Series', 'High School Sweethearts', 'Student Film', 'Nerdy Male Lead']",,일진과 찐따,Iljingwa Jjintta,Not Yet Rated,36,7.4,20802,188
97,2023,Sound Candy (2023),10,7681,"Jun 3, 2023 - Jul 1, 2023",Saturday,25 min.,"['Music', 'Drama']","['Pop Music', 'Vacation Setting', 'Inn Setting', 'Café Owner Supporting Character', 'Seaside Setting', 'Artist Female Lead', 'Musician Male Lead', 'Singer Male Lead', 'Idol Supporting Character', 'Idol Male Lead']","A group of young individuals with different backgrounds come together at a pension located in Jeju. They rediscover their love and friendship through the mystery of ""Sound Candy."" (Source: MyDramaList)",소리사탕,"Doce Som , Sorisatang",G - All Ages,351,7.0,10923,1804
98,2023,The Heavenly Idol (2023),12,425,"Feb 15, 2023 - Mar 23, 2023","Wednesday, Thursday",1 hr. 10 min.,"['Comedy', 'Romance', 'Drama', 'Fantasy']","['Transmigration', 'Body Swap', 'Priest Male Lead', 'Idol Male Lead', 'Supernatural Being', 'Music Industry', 'Healing Power', 'Fish Out Of Water', 'Panic Disorder', 'Physically Strong Male Lead']","Pontifex Rembrary, a character known for his divine powers, gets transported to a new world while fighting a devil. He possesses the body of Woo Yeon Woo, a member of an unpopular idol group, and helps turn the group's fortunes around after a disastrous live performance. With his charisma and divine powers, he becomes popular among fans but faces challenges from his past, contending with strange religious groups and the devil. (Source: CK Warrior at MyDramaList) ~~ Adapted from the web novel ""Holy Idol"" (성스러운 아이돌) by Sin Hwa Jin (신화진).",성스러운 아이돌,"Cвященный айдол , Daesingwan Rembeureori , Holy Idol , O Ídolo Celestial , Pontifex Maximus Rembrary , Pontifex Rembrary , Seongseureoun Aidol , The High Priest Rembrary , خير, شهر و شهرة , 대신관 렘브러리",15+ - Teens 15 or older,16297,7.5,6509,47353
99,2023,"Only You, My First Love (2023)",8,99999,"Nov 30, 2023 - Dec 29, 2023",,8 min.,"['Romance', 'Drama']","['Short Length Series', 'Miniseries', 'Web Series']",,너한테만 첫사랑,"My First Love Only For You , Neohanteman Cheossalang",Not Yet Rated,0,0.0,99999,146
100,2023,Heartbeat (2023),16,563,"Jun 26, 2023 - Aug 15, 2023","Monday, Tuesday",60 min.,"['Comedy', 'Romance', 'Fantasy']","['Vampire Male Lead', 'Cohabitation', 'Cold Female Lead', 'Poor Female Lead', 'Supernatural', 'Age Gap [Drama Life]', 'Reincarnation', 'First Love', 'Age Gap [Real Life]', 'Love Triangle']","Seon Woo Hyul is a vampire who wants to become a human but ended up becoming half-human when he woke up a day before completing his 100 years of sleep. Meanwhile, Joo In Hae is a modern lady who shows no compassion about him and only wanted to survive. Will they find love and learn to care for each other now that fate brought them together? (Source: IM YourOnlyOne at MyDramaList)",가슴이 뛴다,"A Batida do meu Coração , El Latido de Mi Corazón , Gaseumi Ttwinda , Heartbeat จังหวะหัวใจ , My Heart Beats , My Heart Is Beating , Palpito d'amore , Мое сердце бьется , Серцебиття",15+ - Teens 15 or older,13251,7.4,7743,38667
101,2023,My Dearest Part 2 (2023),11,876,"Oct 13, 2023 - Nov 18, 2023","Friday, Saturday",1 hr. 11 min.,"['Historical', 'Romance', 'Drama', 'Melodrama']","['Historical Fiction', 'Power Struggle', 'Joseon Dynasty', 'Qing Invasion Of Joseon', 'Skilled Fighter', 'Political Intrigue', 'Slow Burn Romance', 'War', 'Torture', '1600s']","Jang Hyun, a cold-hearted man, finds purpose in life after meeting the charming Gil Chae, who is in love with her engaged fiancé, Yeon Jun. Yeon Jun, a Sungkyunkwan student, struggles with his feelings for Gil Chae but can't break his engagement due to tradition, while Eun Ae, Gil Chae's best friend, is unaware of the tension. As Jang Hyun becomes involved in this complicated love triangle, war erupts, further complicating their emotions. Can they navigate love and survive the chaos of war? (Source: MyDramaList)",연인 파트 2,"Lovers 2 , Lovers Part 2 , My Dearest 2 , Yeonin 2 , Yeonin Pateu 2 , 戀人2 , 연인 2",15+ - Teens 15 or older,13832,8.9,116,27422
102,2023,Mask Girl (2023),7,494,"Aug 18, 2023",Friday,60 min.,"['Thriller', 'Mystery', 'Comedy', 'Drama']","['Noir', 'Revenge', 'Black Comedy', 'Suspense', 'Inferiority Complex', 'Fake Identity', 'Graphic Violence', 'Miniseries', 'Nudity', 'Live Streamer Female Lead']","Kim Mo Mi is an ordinary office woman with a severe sense of inferiority in appearance and is caught up in various incidents while she is an internet broadcast jockey with her face covered with a mask. Joo Oh Nam is Kim Mo Mi’s coworker. He harbors a one-sided crush on Kim Mo Mi. As a character who also feels inferior about his appearance and lacks presence in general, Joo Oh Nam’s only source of joy is watching internet broadcasts. He will get swept up in an unexpected incident with Kim Mo Mi. (Source: Korean = Naver || Translation = MyDramaList) ~~ Adapted from the webtoon series ""Mask Girl"" (마스크걸) written by Maemi (매미) and illustrated by Hee Se (희세).",마스크걸,"Dívka v masce , La chica enmascarada , Maseukeugeol , Дівчина в масці , Девушка в маске , فتاة خلف القناع",18+ Restricted (violence & profanity),23632,7.6,5164,42273
